"","X67_S53","X68_S54"
"Ins2",0,0
"Wnk1",117.494188990831,132.107072885301
"Tex14",0,0.308181351987482
"Zbtb37",1.56658918654442,2.82499572655192
"Egfem1",0,0
"Eya1",0,0
"Adgrg2",0,0
"Nkain3",0,0
"Cd2bp2",61.281282885414,70.624893163798
"Sapcd2",35.9393989854308,31.1776801094003
"Kcng2",0.0460761525454241,0.924544055962446
"Tecr",397.314663399192,374.594433340784
"Asmt",0,0.0513635586645803
"Tfg",121.594966567374,122.45072385636
"Gm12530",0,0
"A930017M01Rik",0,0
"Trpm3",0,0.0513635586645803
"Trpc4",0.0460761525454241,0
"Gm14296",0,0
"Mtarc2",110.122004583564,105.038477469067
"Itih5",21.3332586285313,11.4540735822014
"Adcy4",0.184304610181696,0.256817793322902
"Mical1",216.143231590584,274.589584620847
"Zc3hav1l",1.84304610181696,1.90045167058947
"Lrch4",0,0
"Gbp5",2.02735071199866,5.39317365978094
"Wnk2",0.0921523050908481,0.0513635586645803
"Sec22a",32.3454590868877,35.2867648025667
"Ahsa2",23.4527616456208,19.1072438232239
"Tfeb",25.8487215779829,24.1922361310173
"Tgm1",0.921523050908481,0.616362703974964
"Dynlt1f",0.967599203453905,0.770453379968705
"D7Ertd443e",0,0
"Tlcd2",4.42331064436071,5.4959007771101
"Bend5",6.63496596654107,12.0704362861764
"Cbwd1",19.4902125267144,17.4122463872927
"Lrch2",0,0
"Zdhhc6",69.6210664961358,80.6921506620557
"Cbx3",28.3829099679812,25.1681437456444
"Fndc4",0.460761525454241,0.873180497297866
"Slc25a28",13.5003126958092,11.8649820515181
"Gbp4",115.006076753378,163.027935201378
"Cdkl3",5.25268139017834,5.59862789443926
"Mir6410",0,0
"Etfrf1",17.0481764418069,14.073615074095
"Gm10549",0,0
"Atn1",9.90637279726617,8.6290778556495
"Zfp111",0,0
"Sema3b",0,0
"Rbm43",32.483687544524,34.4135843052688
"S100a3",1.93519840690781,1.79772455326031
"Kif18b",23.8674470185297,37.4440342664791
"Hsh2d",5.75951906817801,7.49907956502873
"Sgsm2",5.80559522072343,5.59862789443926
"Sem1",264.01635408528,226.256475917476
"Shd",0,0.0513635586645803
"Lcp1",2577.31566878084,3154.44159182654
"H2-Q7",0,0
"Gjb5",0,0
"Rnps1",79.4813631408565,70.5735296051334
"Gpr83",0,0
"Cyp2d9",0,0
"Rab23",2.94887376290714,2.05454234658321
"Ext2",162.326285417529,179.721091767367
"Scin",125.972201059189,105.089841027731
"Clec11a",1.79696994927154,1.74636099459573
"Scg2",0.322533067817968,0.102727117329161
"Map7d2",0.0921523050908481,1.28408896661451
"Tectb",0,0
"Spata3",0,0
"Ola1",72.4317118014066,70.8303473984563
"Lrrc46",0.23038076272712,0.359544910652062
"Tmigd3",0.552913830545089,0.719089821304125
"Dpep2",0.737218440726785,0.873180497297866
"Slc25a51",34.3728097988864,33.6944944839647
"Ubald2",0.0460761525454241,0
"6720489N17Rik",4.60761525454241,4.31453892782475
"Zfp703",7.87902208526751,6.0095363637559
"Slc35g2",0,0
"Clasp2",14.3757595941723,23.7813276617007
"Pak6",14.6061403568994,9.3995312356182
"Smim19",14.4679118992632,16.641793007324
"Heph",0,0
"Rhox2a",0,0
"Cd209b",0,0
"Prame",0,0
"Mgam",0,0
"Sh3d19",1.42836072890815,2.8763592852165
"Dab2",0.645066135635937,0
"Arhgap44",0.0921523050908481,0
"Ppp1r32",0,0
"Tead3",0.0460761525454241,0
"Ctps2",80.725419259583,108.736653692917
"Gps1",96.7599203453905,90.2457725736677
"Cdh16",0,0
"Shmt2",318.89305176688,261.132332250727
"Ncor1",197.897075182596,210.693317642109
"Dhrs3",0.368609220363392,1.79772455326031
"Rs1",0,0
"Rps7",269.45334008564,245.158265506042
"Klk5",0,0
"Gm4719",0,0
"D030068K23Rik",0,0
"Gm21828",0,0
"Gm15880",0.184304610181696,0.719089821304125
"4930547E08Rik",0,0
"Mpig6b",0,0
"Lgi1",0,0
"Cep131",3.36355913581596,6.42044483307254
"Masp1",0,0
"Ascl1",0,0
"Mas1",0,0
"Mapkapk2",321.565468614515,329.9081373026
"Ppp2r5c",188.082854690421,219.219668380429
"Mir450b",0,0
"Gm3448",0,0
"Tbc1d21",0,0
"Olfr125",0,0
"Olfr113",0,0
"Olfr122",0,0
"Commd4",116.895199007741,103.086662239813
"Them5",0,0
"Utp23",31.3317837308884,25.8872335669485
"Ppcs",23.1302285778029,21.9322395497758
"Mrpl19",62.6635674617767,63.1771771574338
"Hormad1",0,0
"Tctn2",0.645066135635937,1.90045167058947
"Tppp3",0.645066135635937,0.410908469316643
"Ooep",0,0
"U2surp",116.618742092468,125.378446700241
"Foxi1",0,0
"Plekhj1",116.111904414469,121.11527133108
"Mir344-2",0,0
"Mir465b-2",0,0
"Mir465b-1",0,0
"Cux1",107.956425413929,129.590258510736
"Gm45927",0,0
"Mpv17",40.2244811721552,38.2144876464478
"Ankrd23",1.05975150854475,0.564999145310384
"Hsf3",0,0
"Radil",0,0
"Gm10653",0.138228457636272,0.154090675993741
"Tubb2a-ps2",0,0
"Nanog",0,0
"Nit1",22.0704770692581,21.7781488737821
"Rnf25",25.3418838999832,22.4972386950862
"Tmem33",85.2408822090345,79.7676066060933
"Slc6a18",0,0
"Cd300lg",0,0.0513635586645803
"Osgin1",72.6160164115883,66.2076271186441
"1110017D15Rik",0.0921523050908481,0
"Krtap21-1",0,0
"Olfr1215",0,0
"Snora65",0.322533067817968,0.102727117329161
"Olfr282",0,0
"Olfr92",0,0
"Olfr1241",0,0
"Olfr1231",0,0
"Olfr693",0,0
"Olfr694",0,0
"Nfix",1.47443688145357,4.21181181049559
"Evi2b",0,0
"Stk35",4.83799601726953,5.54726433577468
"Pex26",0.829370745817633,3.18454063720398
"Stard7",111.089603787017,126.200263638874
"Stat5b",160.391087010621,182.905632404571
"Ubac1",66.5800404281378,70.008530459823
"Stat5a",65.2438320043205,78.8944261087954
"Eva1c",0,0.0513635586645803
"Dab1",0,0
"Gpx6",0,0
"Clba1",8.20155515308548,4.93090163179971
"Ifi27l2b",0,0
"Mical3",1.05975150854475,1.02727117329161
"Gm10516",0.0460761525454241,0.154090675993741
"Cilk1",5.02230062745122,7.24226177170583
"Slc38a10",236.508891015662,278.595942196684
"Zfp451",16.080577238353,19.6208794098697
"Bloc1s4",55.0149261392363,55.8321882683988
"Abhd17c",30.7788699003433,29.4313191148045
"Acad10",3.4557114409068,4.77681095580597
"Snx10",32.4376113919785,35.492219037225
"Sh2d4a",0,0
"Metrn",80.9558000223101,73.0903439796978
"Rab43",33.0826775276145,31.8967699307044
"Abcb8",60.8205213599598,65.6939915319983
"D14Ertd670e",0,0
"Optn",18.476537170715,24.1922361310173
"Sidt2",240.563592439659,300.117273277143
"Pum1",47.6427417319685,53.4694645698281
"Oxr1",28.7515191883446,46.638111267439
"Gm11545",0,0
"Cyp3a59",0,0
"Zfat",6.49673750890479,6.0095363637559
"4933402J10Rik",0,0
"Mecp2",16.6795672214435,15.1522498060512
"Efcab12",0.552913830545089,0.564999145310384
"Klrb1",0,0.564999145310384
"Gnb1l",12.0258758143557,10.9918015542202
"Ap1b1",113.255182956652,128.717078013438
"Gm14308",0,0
"Tbc1d4",3.22533067817968,15.4604311580387
"B4galnt1",251.852249813288,238.840547790299
"Nat8f7",0,0
"Oxtr",0,0
"Prickle2",0,0
"Gm2381",0,0
"Gpr161",0,0
"Gm4297",0,0
"Gm2030",0,0
"Gm5934",0,0
"Gm10488",0,0
"Carmil1",0.322533067817968,0.975907614627027
"Mir3059",0,0
"Myo1b",0,0.205454234658321
"Rngtt",38.3814350703382,51.1067408712574
"Larp4b",55.3374592070543,67.3889889679294
"Sh2b3",4.10077757654274,7.65317024102247
"Gm7827",0,0
"Ap4s1",24.8350462219836,17.4636099459573
"Ntng2",1.93519840690781,1.18136184928535
"Stk26",38.3353589177928,42.4262994569434
"LOC666331",0,0
"Mir297a-4",0,0
"Mir6974",0.0460761525454241,0
"Ubap2l",175.918750418429,219.938758201733
"Tsen34",12.2101804245374,14.6386142194054
"Sct",0.0460761525454241,0
"Nup98",45.1085533419702,60.8658170175277
"Nbr1",36.9530743414301,47.5626553234014
"Fen1",150.622942670991,152.241587881816
"Xpo6",104.270333210295,122.502087415024
"Bak1",9.5838397294482,7.08817109571209
"Mybl2",29.7651945443439,39.293122378404
"Vamp2",29.8112706968894,28.6608657348358
"Vamp1",2.11950301708951,1.28408896661451
"Ahi1",35.3864851548857,34.4135843052688
"Arpc4",438.276363012074,429.091169083904
"Ackr2",0.276456915272544,0.308181351987482
"Agxt",0,0
"Vps8",47.9652747997864,48.6926536140222
"H2-Ob",1.42836072890815,2.77363216788734
"Mapk10",0,0
"Pccb",15.2512064925354,12.4299811968284
"Bpgm",20.9185732556225,16.9499743593115
"2310057M21Rik",12.6248657974462,11.9677091688472
"Ubr7",36.3080082057942,52.2881027205428
"Grifin",0.460761525454241,0.513635586645803
"Lbh",25.3879600525287,24.603144600334
"Hspa13",28.244681510345,35.3381283612313
"Tspyl4",5.85167137326886,8.11544226900369
"Atp12a",0,0
"Cutc",9.35345896672109,10.9404379955556
"Sprtn",9.67599203453905,8.26953294499743
"Prkd2",133.805146991911,174.019736755598
"Proz",0.875446898363057,2.8763592852165
"Ube2d2a",52.9414992746922,56.0376425030572
"Tdo2",0,0
"Sult1b1",0,0
"Polr3k",86.7613952430335,84.3389633272409
"Tsc22d4",212.226758624223,212.028770167388
"Asb3",25.2497315948924,27.4795038855505
"Mmp10",1.1519038136356,2.15726946391237
"Gm14819",0,0
"Wdr72",0,0
"Eefsec",36.1237035956125,39.6013037303914
"Ccdc57",1.75089379672611,0.410908469316643
"Arhgap4",61.8341967159591,76.5317024102247
"Mtf2",61.603815953232,60.3521814308819
"Cxxc5",5.48306215290546,4.36590248648933
"Nmnat3",8.800545136176,7.60180668235789
"St3gal6",45.1546294945156,51.9285578098907
"Rock1",144.172281314632,144.280236288806
"Atpif1",211.259159420769,186.192900159104
"Hyal1",0.737218440726785,0.821816938633286
"Kitl",0,0
"Krba1",1.56658918654442,2.20863302257695
"Gm4303",0,0
"Pik3cd",587.194488038884,806.099689681924
"Gm16405",0,0
"Nfe2l1",75.6570424795863,81.3598769246953
"Btbd6",18.2461564079879,21.0076954938134
"Gm16381",0,0
"Lpp",14.7904449670811,14.6386142194054
"Gucy2d",0,0
"Wac",85.9320244972159,97.796215697361
"Setdb1",19.4902125267144,31.7940428133752
"Chn2",0.414685372908817,0.256817793322902
"Rnpep",218.493115370401,186.60380862842
"Pcdh15",0,0
"Kcnt1",0,0
"2810459M11Rik",0.368609220363392,0.102727117329161
"Gm10548",0.921523050908481,0.308181351987482
"Yars2",35.5707897650674,30.5099538467607
"Nudt12os",0,0
"Fam49b",300.047905375802,370.125803736966
"Gm15093",0,0
"Cacna1g",0,0.410908469316643
"Bcar1",12.8552465601733,19.6208794098697
"Crhr2",0,0
"Iapp",0,0
"Elavl4",0,0
"Gm19466",0.0460761525454241,0
"Gm4262",0,0.154090675993741
"4930556M19Rik",0.184304610181696,0
"1700026F02Rik",0,0
"Mir7006",0,0
"Kdm6a",18.0157756452608,24.8085988349923
"Mettl1",15.9423487807167,11.2999829062077
"Aanat",0.368609220363392,0.102727117329161
"Dnajc2",112.379736058289,119.98527304046
"Mid1",0.184304610181696,0.410908469316643
"Bcl11a",0,0
"Tpx2",91.921924328121,104.781659675744
"1700001G11Rik",0.691142288181361,1.23272540794993
"Mad2l1bp",90.078878226304,85.1607802658742
"Tars2",49.43971168124,52.4421933965365
"Mrps34",84.1350545479443,81.3085133660307
"Pycard",160.80577238353,160.408393709484
"Ints12",26.0330261881646,29.37995555614
"Mybphl",0,0
"Trnau1ap",65.8888981399564,52.2367391618782
"Krt20",0.184304610181696,0
"Rreb1",21.1489540183496,18.1313362085969
"Ipcef1",14.0993026788998,20.1858785551801
"Gnpda1",50.4994631897848,62.4067237774651
"Ksr1",2.85672145781629,3.33863131319772
"Thbs3",0.0460761525454241,0.0513635586645803
"Sart1",109.661243058109,109.763924866208
"Cuta",112.564040668471,97.796215697361
"Syt17",0.921523050908481,1.23272540794993
"Amdhd2",85.2869583615799,77.4562464661872
"Dgkk",0,0
"Gprasp1",2.81064530527087,5.03362874912887
"Zfp7",10.7818196956292,8.73180497297866
"Fam178b",1.3362084238173,0.154090675993741
"Syce2",84.964425293762,77.3021557901934
"Tekt4",0,0
"Ccl21d",0,0
"Vezt",18.6147656283513,19.7749700858634
"Stil",12.6709419499916,22.1376937844341
"Tbl2",37.7824450872477,44.5322053621912
"Rrm2",324.606494682513,363.499904669235
"St6galnac2",6.08205213599598,13.4058888114555
"St3gal1",11.7954950516286,15.3577040407095
"Zfp317",13.9149980687181,14.6386142194054
"Pdia6",900.281944585041,785.75972045075
"Mrpl1",27.1388538492548,34.1054029532813
"Dcaf7",82.4302369037636,123.837539940303
"Pdilt",0,0
"Fendrr",0,0
"Ccdc163",10.2289058650841,8.26953294499743
"2410004B18Rik",12.5327134923553,9.34816767695362
"Disp3",0,0
"Ccdc34",33.8198959683413,30.0990453774441
"Rabggtb",17.7393187299883,15.5631582753678
"Mir17",0,0
"Pex11b",24.0056754761659,27.5822310028796
"Dand5",5.25268139017834,4.93090163179971
"Mir22hg",10.5514389329021,9.91316682226401
"Mir467a-4",0,0
"AU019990",0,0
"Mrps12",82.8449222766725,64.5639932413775
"Exoc1",31.2857075783429,36.9303986798333
"4933417G07Rik",0,0
"Gm10649",0,0
"Nkx6-2",0,0
"Lrrc75a",4.33115833926986,4.87953807313513
"Slc23a2",11.4729619838106,16.5390658899949
"Atg13",47.6888178845139,52.6476476311949
"Gm13289",0,0
"Setd2",18.5226133232605,24.6545081589986
"Nhsl1",0.598989983090513,0.102727117329161
"Ctsj",0,0
"Cops7a",52.3885854441472,42.6831172502663
"Cops6",254.202133593105,230.930559755953
"Rpl21",224.114405980943,179.464273974044
"Derl3",1.47443688145357,0.873180497297866
"Kctd18",17.0942525943523,15.3063404820449
"D330050G23Rik",0,0
"Inppl1",11.2886573736289,16.0767938620136
"Trp63",0,0
"Mocs2",30.640641442707,22.034966667105
"Rnf34",36.5844651210667,36.5708537691812
"Ttc39a",0,0.0513635586645803
"Tmc7",0,0
"Nkd2",1.65874149163527,0.308181351987482
"Matn2",0.184304610181696,0.102727117329161
"Tmub1",23.6370662558025,25.1167801869798
"Folh1",0,0
"Stk32b",0,0
"Sdf2l1",419.062607400632,373.823979960816
"Ulk2",37.8285212397932,54.5994628604489
"Rhbg",0,0
"Gm14204",0,0
"Gm19277",0,0
"Mir6404",0,0
"Ralgps2",9.26130666163024,12.3786176381639
"Vmn2r95",0,0
"Tiam1",2.07342686454408,1.59227031860199
"Ypel1",1.70481764418069,2.10590590524779
"Klhl22",16.4491864587164,16.5904294486595
"Ndrg2",48.1495794099681,56.4485509723738
"Man2c1",36.3080082057942,40.3203935516956
"Gm14430",0,0
"Setd6",26.5859400187097,21.6754217564529
"Sis",0,0
"Porcn",0,0.102727117329161
"Gm12250",31.0553268156158,44.5322053621912
"Satb2",0,0
"Mark3",66.0732027501381,79.7676066060933
"Itgb3",56.7658199359624,59.5303644922486
"Zkscan3",42.8508218672444,37.1872164731562
"Ripk4",0.184304610181696,0.667726262639544
"Pde1a",0,0
"Enpp4",10.321058170175,14.073615074095
"Gimap8",20.319583272532,17.3608828286282
"Igsf1",0,0
"Fbf1",7.74079362763124,7.80726091701621
"Atraid",81.6930184630369,74.6826142982998
"Mir496b",0,0
"Dock9",8.6162405259943,13.714070163443
"Wdr76",5.75951906817801,4.82817451447055
"Crtac1",0.184304610181696,0.513635586645803
"Gm38402",0,0
"Paqr7",25.9408738830737,36.2113088585291
"Phf23",39.8558719517918,39.7553944063852
"Ms4a8a",0,0
"Olfr1053",0,0
"Tpm1",32.8522967648874,31.0235894334065
"Gramd4",38.4275112228837,32.2049512826919
"Polk",23.683142408348,23.2163285163903
"Syne1",13.2238557805367,24.3463268070111
"Dbi",289.772923358172,256.612339088243
"Daxx",52.7111185119651,66.5158084706315
"Cyp1a1",0,0
"Cyp11b2",0,0
"Cyp46a1",0,0
"Oog3",0,0
"Eif4ebp3",1.93519840690781,3.28726775453314
"Mprip",73.998300987951,73.3985253316853
"Mir6411",0,0
"Grin3a",0,0
"Epc1",11.1043527634472,12.6354354314868
"Dnm1l",70.08182802159,69.9571669011584
"Exoc3l4",0,0
"Ccdc121",0,0
"Defb21",0,0
"Klk1",0,0
"Rfc1",58.9313991055974,75.1962498849456
"Rbp4",0.184304610181696,1.12999829062077
"Rbp1",0,0
"Gm1553",0,0
"Esp16",0,0
"Zfp850",2.81064530527087,2.31136013990612
"Tnip1",80.4950384968558,83.4144192712785
"Smarcd1",36.9069981888847,42.0153909876267
"Kis2",0.138228457636272,0.308181351987482
"Lpcat1",15.758044170535,18.5422446779135
"Dnm1",0.506837677999665,0.770453379968705
"Secisbp2l",37.4138358668843,35.0813105679084
"Rragd",6.08205213599598,9.55362191161194
"Lrp8",26.1712546458009,18.850426029901
"Hsf4",5.02230062745122,3.28726775453314
"Ampd3",0.23038076272712,0.154090675993741
"Mgst2",56.4432868681445,81.2057862487015
"Sh3bp1",144.49481438245,158.816123390882
"Usf1",46.4447617657875,36.0058546238708
"Wdr44",13.8689219161726,15.1522498060512
"Adamts10",35.0178759345223,27.8390487962025
"Col26a1",0.276456915272544,0.154090675993741
"C2cd6",0,0
"Gm27775",0,0
"Mir24-1",0,0
